week_start_date,year,week_of_year,ST_max_Tmax,ST_mean_Tmax,ST_min_Tmin,ST_mean_Tmin,ST_mean_Tavg,ST_max_Tdtr,ST_mean_Tdtr,ST_min_Tdtr,ST_max_Pday,ST_mean_Pday,SA_max_Pday,SA_mean_Pday,ST_PRCP_GT1,ST_PRCP_GT10,ST_PRCP_GT30,SA_PRECIP_GT1,SA_PRECIP_GT10,SA_PRECIP_GT30,RA_max_Tair,RA_mean_Tair,RA_min_Tair,RA_max_Tdp,RA_mean_Tdp,RA_min_Tdp,RA_max_RHpc,RA_mean_RHpc,RA_min_RHpc,RA_max_RHsp,RA_mean_RHsp,RA_min_RHsp,RA_min_Tmin,RA_mean_Tmin,RA_max_Tmax,RA_mean_Tmax,RA_max_Tdtr,RA_mean_Tdtr,RA_min_Tdtr,RA_max_Tavg,RA_mean_Tavg,RA_min_Tavg,RA_mean_Pday,RA_max_Pday,ndvi_ne,ndvi_sw,ndvi_nw,ndvi_se
1989-01-01,1989,1,28.9,28.48571428571429,19.4,20.8,24.64285714285714,9.5,7.685714285714286,6.6,1.8,0.5857142857142856,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25.44,24.54714285714288,23.900000000000034,20.620000000000005,20.10285714285717,19.600000000000023,80.68,76.39428571428572,72.53,15.13,14.65857142857143,14.22,21.650000000000034,23.292857142857162,26.75,25.86428571428574,4.699999999999988,2.5714285714285796,1.8000000000000114,25.75,24.578571428571454,23.95000000000005,1.8428571428571427,7.5,-0.0617,0.04525714,0.02385,0.03587143
1989-01-08,1989,2,28.3,27.385714285714283,20.6,21.599999999999998,24.514285714285712,6.6,5.785714285714286,5.0,23.6,7.114285714285714,13.99,3.885714285714286,5.0,2.0,0.0,2.0,2.0,0.0,24.280000000000033,23.594285714285736,22.79000000000002,20.910000000000025,19.694285714285748,19.27000000000004,85.83,78.96857142857142,74.5,15.39,14.274285714285714,13.88,22.150000000000034,22.735714285714316,25.75,24.80714285714288,2.8999999999999773,2.071428571428563,1.3999999999999773,24.55000000000007,23.7714285714286,23.20000000000005,11.671428571428569,21.5,,0.09604286,0.01853333,0.1322857
1989-01-15,1989,3,30.0,27.77142857142857,20.0,20.885714285714283,24.342857142857145,8.9,6.885714285714285,5.5,3.6,0.9571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.31,23.69571428571431,23.44,20.900000000000034,19.751428571428594,19.210000000000036,84.83,78.67571428571429,73.85,15.45,14.335714285714287,13.86,22.350000000000023,22.707142857142873,25.45000000000005,24.635714285714318,2.300000000000012,1.9285714285714448,1.3999999999999773,24.30000000000007,23.671428571428596,23.350000000000023,3.6428571428571423,6.6,-0.0602,0.11421669999999999,0.0263,0.103
1989-01-22,1989,4,29.4,28.642857142857146,19.4,20.785714285714285,24.714285714285715,9.4,7.8571428571428585,6.7,4.3,0.7999999999999999,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.780000000000033,24.524285714285742,24.300000000000008,21.080000000000037,20.500000000000025,19.52000000000004,81.07,78.38142857142857,75.05,15.57,15.035714285714288,14.2,22.95000000000005,23.635714285714318,26.45000000000005,25.978571428571456,3.1999999999999886,2.3428571428571394,1.6999999999999886,25.30000000000007,24.807142857142896,24.5,0.7571428571428571,2.4,,0.13925,0.06693333,0.1755833
1989-01-29,1989,5,28.3,27.928571428571434,19.4,20.885714285714283,24.428571428571434,8.4,7.042857142857143,5.0,9.1,1.842857142857143,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,23.99000000000001,23.752857142857156,23.320000000000054,19.25,19.027142857142874,18.80000000000001,78.1,74.91999999999999,72.75,13.9,13.688571428571427,13.5,22.050000000000008,22.850000000000023,25.45000000000005,24.69285714285716,2.6000000000000227,1.8428571428571396,1.1999999999999886,24.350000000000023,23.771428571428594,23.149999999999977,1.9114285714285715,4.0,-0.005666666999999999,0.22784290000000001,0.0804,0.1788429
1989-02-05,1989,6,27.8,27.314285714285713,20.6,21.37142857142857,24.357142857142854,7.2,5.942857142857143,4.5,5.8,3.1999999999999997,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.480000000000015,23.837142857142876,23.27000000000004,19.57000000000005,19.152857142857176,18.890000000000047,78.75,75.08,71.2,14.13,13.755714285714285,13.53,22.45000000000005,23.00714285714289,25.650000000000034,24.87857142857146,2.300000000000012,1.8714285714285666,1.5,24.650000000000034,23.94285714285717,23.400000000000034,1.7571428571428573,7.3,0.06155,0.17625710000000003,0.12,0.1499571
1989-02-12,1989,7,28.3,27.142857142857142,20.0,21.185714285714283,24.157142857142855,7.2,5.957142857142857,4.4,54.1,13.471428571428573,37.23,8.852,4.0,2.0,2.0,2.0,1.0,1.0,24.100000000000023,23.311428571428603,22.52000000000004,20.480000000000018,19.201428571428607,18.07000000000005,87.12,77.97857142857143,69.92,15.04,13.877142857142859,12.85,21.45000000000005,22.335714285714314,25.650000000000034,24.492857142857165,2.5,2.157142857142852,1.3999999999999773,24.5,23.414285714285736,22.45000000000005,9.051428571428572,28.4,-0.036,0.0782,0.1162,0.08821429
1989-02-19,1989,8,28.9,28.32857142857143,20.0,21.02857142857143,24.685714285714287,7.8,7.3,6.1,2.0,0.32857142857142857,6.34,1.268,1.0,0.0,0.0,1.0,0.0,0.0,24.49000000000001,24.012857142857154,23.49000000000001,20.740000000000013,20.40142857142859,20.110000000000014,83.68,80.37142857142858,78.0,15.28,14.937142857142858,14.67,22.650000000000034,23.164285714285736,26.050000000000008,25.36428571428573,2.8999999999999773,2.1999999999999966,0.8999999999999773,24.70000000000005,24.264285714285734,23.600000000000023,2.8200000000000003,7.7,0.0108,0.15185710000000002,0.1094,0.1403714
1989-02-26,1989,9,30.0,28.95714285714286,20.0,21.12857142857143,25.04285714285714,9.4,7.828571428571428,6.1,18.5,4.614285714285714,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,24.75,23.918571428571447,23.340000000000032,20.920000000000016,19.934285714285743,18.900000000000034,84.3,78.54571428571428,74.85,15.42,14.51857142857143,13.62,21.650000000000034,22.678571428571452,26.25,25.37857142857145,4.399999999999976,2.6999999999999966,1.9000000000000343,25.0,24.02857142857145,23.20000000000005,3.228571428571428,7.2,0.0341,0.18916,0.0522,0.18954000000000001
1989-03-05,1989,10,30.0,28.099999999999998,20.0,20.885714285714283,24.485714285714288,10.0,7.214285714285714,5.0,10.7,2.5,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,24.480000000000015,23.991428571428596,22.890000000000047,20.400000000000034,19.772857142857163,19.230000000000018,79.93,77.38714285714286,72.88,14.94,14.372857142857143,13.89,22.050000000000008,23.007142857142885,26.050000000000008,25.321428571428605,2.900000000000034,2.3142857142857207,1.8999999999999773,24.75,24.164285714285736,23.0,2.2399999999999998,7.21,,0.06871429,0.01553333,0.08807143
1989-03-12,1989,11,27.8,27.314285714285713,20.0,21.214285714285715,24.285714285714285,7.2,6.1000000000000005,5.5,10.4,6.014285714285714,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,25.030000000000033,23.747142857142876,23.410000000000025,20.629999999999995,19.934285714285725,19.110000000000014,84.35,79.42714285714285,75.2,15.16,14.532857142857141,13.79,22.150000000000034,22.607142857142883,26.350000000000023,25.107142857142872,3.5,2.499999999999992,1.4000000000000343,24.600000000000023,23.857142857142872,23.25,4.627142857142857,8.7,-0.0195,0.1733286,0.09423333,0.1467714
