week_start_date,year,week_of_year,ST_max_Tmax,ST_mean_Tmax,ST_min_Tmin,ST_mean_Tmin,ST_mean_Tavg,ST_max_Tdtr,ST_mean_Tdtr,ST_min_Tdtr,ST_max_Pday,ST_mean_Pday,SA_max_Pday,SA_mean_Pday,ST_PRCP_GT1,ST_PRCP_GT10,ST_PRCP_GT30,SA_PRECIP_GT1,SA_PRECIP_GT10,SA_PRECIP_GT30,RA_max_Tair,RA_mean_Tair,RA_min_Tair,RA_max_Tdp,RA_mean_Tdp,RA_min_Tdp,RA_max_RHpc,RA_mean_RHpc,RA_min_RHpc,RA_max_RHsp,RA_mean_RHsp,RA_min_RHsp,RA_min_Tmin,RA_mean_Tmin,RA_max_Tmax,RA_mean_Tmax,RA_max_Tdtr,RA_mean_Tdtr,RA_min_Tdtr,RA_max_Tavg,RA_mean_Tavg,RA_min_Tavg,RA_mean_Pday,RA_max_Pday,ndvi_ne,ndvi_sw,ndvi_nw,ndvi_se
1989-01-01,1989,1,28.9,28.485714285714288,19.4,20.8,24.642857142857142,9.5,7.685714285714287,6.6,1.8,0.5857142857142856,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25.44,24.547142857142877,23.900000000000034,20.620000000000005,20.10285714285717,19.600000000000023,80.68,76.39428571428572,72.53,15.13,14.65857142857143,14.22,21.650000000000034,23.292857142857162,26.75,25.864285714285735,4.699999999999988,2.57142857142858,1.8000000000000114,25.75,24.578571428571447,23.950000000000053,1.8428571428571427,7.5,-0.0617,0.04525714,0.02385,0.03587143
1989-01-08,1989,2,28.3,27.385714285714283,20.6,21.6,24.514285714285712,6.6,5.7857142857142865,5.0,23.6,7.114285714285713,13.99,3.885714285714286,5.0,2.0,0.0,2.0,2.0,0.0,24.280000000000033,23.594285714285736,22.79000000000002,20.910000000000025,19.694285714285744,19.27000000000004,85.83,78.96857142857142,74.5,15.39,14.274285714285714,13.88,22.150000000000034,22.73571428571432,25.75,24.80714285714288,2.8999999999999773,2.071428571428563,1.3999999999999773,24.55000000000007,23.7714285714286,23.200000000000053,11.671428571428569,21.5,-0.06095,0.09604286,0.01853333,0.1322857
1989-01-15,1989,3,30.0,27.771428571428572,20.0,20.885714285714286,24.342857142857145,8.9,6.885714285714285,5.5,3.6,0.9571428571428572,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.31,23.695714285714306,23.44,20.900000000000034,19.751428571428594,19.210000000000036,84.83,78.67571428571429,73.85,15.45,14.335714285714287,13.86,22.350000000000023,22.707142857142873,25.450000000000053,24.63571428571432,2.300000000000012,1.9285714285714448,1.3999999999999773,24.30000000000007,23.6714285714286,23.350000000000023,3.6428571428571423,6.6,-0.0602,0.1142167,0.0263,0.10300000000000001
1989-01-22,1989,4,29.4,28.642857142857146,19.4,20.785714285714285,24.714285714285715,9.4,7.857142857142858,6.7,4.3,0.7999999999999999,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.780000000000033,24.524285714285746,24.300000000000008,21.080000000000037,20.500000000000025,19.52000000000004,81.07,78.38142857142857,75.05,15.57,15.035714285714288,14.2,22.950000000000053,23.63571428571432,26.450000000000053,25.978571428571453,3.1999999999999886,2.3428571428571394,1.6999999999999886,25.30000000000007,24.807142857142896,24.5,0.7571428571428571,2.4,-0.032933333499999995,0.13925,0.06693333,0.1755833
1989-01-29,1989,5,28.3,27.928571428571434,19.4,20.885714285714286,24.428571428571434,8.4,7.042857142857143,5.0,9.1,1.842857142857143,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,23.99000000000001,23.75285714285716,23.320000000000054,19.25,19.027142857142874,18.80000000000001,78.1,74.91999999999999,72.75,13.9,13.688571428571427,13.5,22.050000000000008,22.850000000000023,25.450000000000053,24.69285714285716,2.6000000000000227,1.84285714285714,1.1999999999999886,24.350000000000023,23.771428571428594,23.149999999999977,1.9114285714285717,4.0,-0.005666666999999999,0.2278429,0.0804,0.1788429
1989-02-05,1989,6,27.8,27.314285714285717,20.6,21.37142857142857,24.357142857142854,7.2,5.942857142857143,4.5,5.8,3.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.48000000000001,23.837142857142876,23.27000000000004,19.57000000000005,19.152857142857176,18.890000000000047,78.75,75.08,71.2,14.13,13.755714285714285,13.53,22.450000000000053,23.00714285714289,25.650000000000034,24.878571428571462,2.300000000000012,1.8714285714285663,1.5,24.650000000000034,23.94285714285717,23.400000000000034,1.7571428571428571,7.3,0.06155,0.17625710000000006,0.12,0.1499571
1989-02-12,1989,7,28.3,27.142857142857146,20.0,21.185714285714287,24.157142857142855,7.2,5.957142857142857,4.4,54.1,13.471428571428573,37.23,8.852,4.0,2.0,2.0,2.0,1.0,1.0,24.100000000000023,23.311428571428603,22.52000000000004,20.480000000000018,19.201428571428607,18.07000000000005,87.12,77.97857142857143,69.92,15.04,13.877142857142859,12.85,21.45000000000005,22.335714285714317,25.650000000000034,24.492857142857165,2.5,2.157142857142852,1.3999999999999773,24.5,23.414285714285736,22.450000000000053,9.051428571428572,28.4,-0.036000000000000004,0.0782,0.1162,0.08821429
1989-02-19,1989,8,28.9,28.32857142857143,20.0,21.02857142857143,24.685714285714287,7.8,7.3,6.1,2.0,0.32857142857142857,6.34,1.268,1.0,0.0,0.0,1.0,0.0,0.0,24.49000000000001,24.012857142857158,23.49000000000001,20.740000000000013,20.40142857142859,20.110000000000014,83.68,80.37142857142858,78.0,15.28,14.937142857142858,14.67,22.650000000000034,23.164285714285736,26.050000000000008,25.36428571428573,2.8999999999999773,2.1999999999999966,0.8999999999999773,24.700000000000053,24.26428571428573,23.600000000000023,2.8200000000000003,7.7,0.0108,0.15185710000000002,0.1094,0.1403714
1989-02-26,1989,9,30.0,28.95714285714286,20.0,21.12857142857143,25.04285714285714,9.4,7.828571428571428,6.1,18.5,4.614285714285714,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,24.75,23.918571428571447,23.340000000000032,20.920000000000016,19.934285714285746,18.900000000000034,84.3,78.54571428571428,74.85,15.42,14.518571428571429,13.62,21.650000000000034,22.67857142857145,26.25,25.378571428571448,4.399999999999976,2.6999999999999966,1.9000000000000343,25.0,24.02857142857145,23.200000000000053,3.228571428571428,7.2,0.0341,0.18916,0.0522,0.18954
1989-03-05,1989,10,30.0,28.1,20.0,20.885714285714286,24.485714285714288,10.0,7.2142857142857135,5.0,10.7,2.5,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,24.48000000000001,23.9914285714286,22.890000000000054,20.400000000000034,19.772857142857163,19.230000000000018,79.93,77.38714285714286,72.88,14.94,14.372857142857145,13.89,22.050000000000008,23.007142857142888,26.050000000000008,25.321428571428605,2.900000000000034,2.3142857142857207,1.8999999999999773,24.75,24.164285714285736,23.0,2.24,7.21,0.007300000000000001,0.06871429,0.01553333,0.08807143
1989-03-12,1989,11,27.8,27.314285714285717,20.0,21.214285714285715,24.285714285714285,7.2,6.1000000000000005,5.5,10.4,6.014285714285713,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,25.030000000000033,23.747142857142876,23.410000000000025,20.629999999999995,19.934285714285725,19.110000000000014,84.35,79.42714285714284,75.2,15.16,14.532857142857141,13.79,22.150000000000034,22.607142857142886,26.350000000000023,25.107142857142872,3.5,2.4999999999999916,1.4000000000000343,24.600000000000023,23.857142857142872,23.25,4.627142857142856,8.7,-0.0195,0.1733286,0.09423333,0.1467714
1989-03-19,1989,12,28.9,28.17142857142857,20.0,20.95714285714286,24.585714285714282,8.3,7.214285714285714,6.6,2.3,0.8714285714285713,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.04000000000002,23.75285714285716,23.36000000000001,20.20000000000005,19.560000000000027,19.150000000000034,81.35,77.48714285714287,74.92,14.75,14.178571428571427,13.82,22.150000000000034,22.564285714285734,25.950000000000053,25.39285714285717,3.7000000000000455,2.8285714285714305,2.3999999999999773,24.30000000000007,23.978571428571463,23.550000000000008,2.7542857142857144,7.1,0.0539,0.1454,0.047916665000000004,0.1360833
1989-03-26,1989,13,28.3,28.08571428571429,20.0,20.8,24.457142857142852,8.3,7.2857142857142865,6.7,10.4,3.1142857142857143,14.22,2.8671428571428565,5.0,1.0,0.0,2.0,1.0,0.0,24.350000000000023,23.468571428571448,22.69,20.470000000000027,18.80571428571431,18.0,81.77,75.29285714285712,70.45,15.0,13.532857142857145,12.83,21.75,22.39285714285717,25.650000000000034,24.764285714285737,2.8999999999999773,2.3714285714285745,1.9000000000000343,24.450000000000053,23.57857142857146,22.700000000000053,3.2571428571428567,10.3,0.01696667,0.2092143,0.0016,0.19835
1989-04-02,1989,14,30.6,29.114285714285714,21.1,22.142857142857146,25.614285714285714,9.5,6.971428571428571,4.4,4.1,1.3857142857142857,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.86000000000001,24.36857142857145,23.620000000000005,20.970000000000027,20.36000000000002,20.05000000000001,83.2,78.53285714285714,74.78,15.48,14.908571428571431,14.62,22.950000000000053,23.378571428571462,26.650000000000034,25.821428571428594,3.0,2.442857142857138,1.5999999999999657,25.150000000000034,24.600000000000023,23.75,4.747142857142856,14.2,0.03286667,0.13976670000000002,0.02515,0.1309
1989-04-09,1989,15,30.0,28.942857142857147,21.1,21.928571428571423,25.41428571428571,8.3,7.014285714285714,4.4,5.3,1.3142857142857145,63.9,9.128571428571428,2.0,0.0,0.0,1.0,1.0,1.0,25.170000000000016,24.257142857142888,23.910000000000025,20.80000000000001,20.26714285714288,19.730000000000018,82.22,78.57714285714285,71.95,15.32,14.824285714285715,14.34,22.950000000000053,23.521428571428594,26.450000000000053,25.407142857142876,2.8999999999999773,1.885714285714284,1.0,25.400000000000034,24.464285714285737,23.850000000000023,2.0142857142857142,3.5,0.04876667,0.1223714,0.05846667,0.0567
1989-04-16,1989,16,32.8,30.628571428571433,20.0,22.057142857142853,26.32857142857143,10.6,8.571428571428571,7.2,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.080000000000037,24.62142857142861,23.710000000000036,21.400000000000034,20.478571428571453,19.080000000000037,83.78,77.90857142857143,71.1,15.96,15.045714285714288,13.74,22.950000000000053,23.59285714285717,26.650000000000034,26.06428571428573,3.2999999999999545,2.471428571428557,0.8999999999999773,25.25,24.828571428571447,23.800000000000008,1.4714285714285713,5.6,0.0754,0.1310714,0.08106667,0.1282167
1989-04-23,1989,17,33.3,30.785714285714285,21.7,22.471428571428564,26.628571428571423,9.4,8.314285714285713,7.2,26.4,3.7714285714285714,6.04,0.8628571428571429,1.0,1.0,0.0,1.0,0.0,0.0,25.600000000000023,25.448571428571444,25.29000000000002,21.870000000000005,20.87571428571429,20.25,79.9,76.00285714285714,73.8,16.38,15.42,14.83,23.650000000000034,24.19285714285716,27.550000000000008,27.17857142857145,3.899999999999977,2.9857142857142907,1.8000000000000114,25.950000000000053,25.685714285714308,25.5,0.2871428571428571,1.21,0.0614,0.1590429,0.0614,0.17924289999999998
1989-04-30,1989,18,30.6,29.6,21.7,22.385714285714283,25.985714285714288,7.8,7.2142857142857135,6.6,17.8,4.257142857142858,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,25.410000000000025,25.09285714285717,24.530000000000033,21.570000000000054,20.398571428571454,19.75,81.6,75.41142857142857,71.0,16.09,14.958571428571426,14.36,23.850000000000023,24.12142857142859,26.950000000000053,26.364285714285735,2.7000000000000446,2.242857142857149,1.8000000000000114,25.600000000000023,25.24285714285717,24.800000000000008,1.7428571428571429,4.2,0.0012,0.1248,0.05945,0.1217143
