DATE,YYYY,MM,DD,WEEK_OF_YEAR,CAL_WEEK_OF_YEAR,TMAX,TMIN,TAVG,TDTR,PRCP,SAT_PRECIP,RA_AIR_TEMP,RA_DP_TEMP,RA_REL_HUM,RA_SPEC_HUM,RA_MIN_AIR_TEMP,RA_MAX_AIR_TEMP,RA_PRECIP_AMT,RA_TDTR,RA_TAVG,RA_SAT_PRECIP
1999-01-01,1999,1,1,1,53,34.0,,,,0.0,14.81,24.52000000000004,24.010000000000048,97.07,18.89,22.950000000000045,29.950000000000045,8.6,7.0,26.450000000000045,14.81
1999-01-02,1999,1,2,1,53,31.0,22.5,26.8,8.5,9.9,10.38,23.78000000000003,23.650000000000034,99.33,18.46,21.950000000000045,25.450000000000045,38.5,3.5,23.700000000000045,10.38
1999-01-03,1999,1,3,1,53,,21.8,,,21.1,27.92,24.160000000000025,23.310000000000002,95.43,18.06,22.150000000000034,27.850000000000023,9.2,5.699999999999989,25.0,27.92
1999-01-04,1999,1,4,1,1,33.0,21.7,27.4,11.3,26.9,15.13,23.730000000000018,23.470000000000027,98.65,18.24,22.55000000000001,25.850000000000023,19.6,3.3000000000000114,24.200000000000045,15.13
1999-01-05,1999,1,5,1,1,,22.0,,,0.0,1.97,25.27000000000004,21.100000000000023,82.43,15.82,20.55000000000001,33.950000000000045,4.8,13.400000000000034,27.25,1.97
1999-01-06,1999,1,6,1,1,35.0,,,,13.0,15.6,25.720000000000027,23.150000000000034,86.28,17.96,22.650000000000034,32.450000000000045,6.0,9.800000000000011,27.550000000000068,15.6
1999-01-07,1999,1,7,1,1,,22.5,,,0.0,12.27,25.689999999999998,21.600000000000023,82.8,16.38,22.350000000000023,32.75,0.1,10.399999999999977,27.55000000000001,12.27
1999-01-08,1999,1,8,2,1,35.0,22.0,28.5,13.0,,15.79,26.379999999999995,20.620000000000005,71.67,15.32,22.25,31.950000000000045,0.0,9.700000000000045,27.100000000000023,15.79
1999-01-09,1999,1,9,2,1,,22.0,,,,5.1,26.200000000000045,21.27000000000004,75.07,15.98,22.350000000000023,34.150000000000034,5.6,11.800000000000011,28.25,5.1
1999-01-10,1999,1,10,2,1,,,,,,7.26,24.860000000000014,24.189999999999998,96.25,19.1,22.950000000000045,30.75,15.22,7.7999999999999545,26.850000000000023,7.26
1999-01-11,1999,1,11,2,2,33.0,20.8,26.9,12.2,,44.67,24.32000000000005,23.99000000000001,98.22,18.81,22.650000000000034,25.850000000000023,20.0,3.1999999999999886,24.25,44.67
1999-01-12,1999,1,12,2,2,,20.8,,,,4.76,23.760000000000048,22.80000000000001,94.95,17.53,21.450000000000045,30.150000000000034,1.3,8.699999999999989,25.800000000000068,4.76
1999-01-13,1999,1,13,2,2,32.0,20.6,26.3,11.4,46.0,35.62,24.99000000000001,22.80000000000001,89.38,17.53,22.150000000000034,30.850000000000023,4.7,8.699999999999989,26.5,35.62
